Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"0.0,4.0,0.0,0.0,0.0,340.0,-344.0,0.0",0,86.0,1,"-4.0,4.0,4.0,0.0,0.0,340.0,-4.0,-4.0",-4,45.0,2,"-4.0,-336.0,-336.0,4.0,4.0,340.0,-4.0,-4.0",-4,129.0,2,"0.0,4.0,0.0,0.0,4.0,344.0,0.0,0.0",0,44.0,0,"-4.0,0.0,0.0,0.0,-336.0,4.0,0.0,-4.0",0,43.5,2,"-4.0,0.0,0.0,4.0,4.0,340.0,-4.0,-4.0",-4,45.0,2,"4.0,0.0,0.0,0.0,340.0,-344.0,4.0,4.0",4,87.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-344.0,0.0,4.0",-4,45.5,2,"4.0,0.0,340.0,-4.0,0.0,-340.0,4.0,4.0",4,87.0,2,"0.0,0.0,0.0,0.0,0.0,-340.0,0.0,0.0",0,42.5,0,"344.0,-4.0,0.0,0.0,0.0,-340.0,348.0,348.0",0,173.0,2,"0.0,-4.0,-4.0,-4.0,-4.0,-340.0,4.0,0.0",-4,45.0,1,0,5,3,R (5),1.4056390622295665,2.1556390622295662
"4.0,0.0,0.0,0.0,344.0,-348.0,0.0,4.0",0,87.5,2,"4.0,4.0,0.0,0.0,344.0,-4.0,-4.0,4.0",4,45.5,2,"-340.0,-340.0,4.0,4.0,344.0,-4.0,-4.0,-344.0",-340,173.0,2,"4.0,0.0,0.0,4.0,348.0,0.0,0.0,4.0",0,45.0,0,"0.0,0.0,0.0,-340.0,4.0,0.0,-4.0,0.0",0,43.5,2,"0.0,0.0,4.0,4.0,344.0,-4.0,-4.0,0.0",0,45.0,1,"0.0,0.0,0.0,344.0,-348.0,4.0,4.0,0.0",0,87.5,2,"0.0,-4.0,-4.0,-4.0,-348.0,0.0,4.0,0.0",0,45.5,1,"0.0,344.0,-4.0,0.0,-344.0,4.0,4.0,0.0",0,87.5,2,"0.0,0.0,0.0,0.0,-344.0,0.0,0.0,0.0",0,43.0,0,"-4.0,0.0,0.0,0.0,-344.0,352.0,352.0,-4.0",0,132.0,2,"-4.0,-4.0,-4.0,-4.0,-344.0,4.0,0.0,-4.0",-4,46.0,2,0,6,2,R (6),1.2987949406953985,2.1556390622295662
"0.0,0.0,0.0,348.0,-352.0,0.0,4.0,0.0",0,88.0,2,"4.0,0.0,0.0,348.0,-4.0,-4.0,4.0,4.0",4,46.0,2,"-344.0,4.0,4.0,348.0,-4.0,-4.0,-348.0,-348.0",4,175.5,2,"0.0,0.0,4.0,352.0,0.0,0.0,4.0,0.0",0,45.0,0,"0.0,0.0,-344.0,4.0,0.0,-4.0,0.0,0.0",0,44.0,2,"0.0,4.0,4.0,348.0,-4.0,-4.0,0.0,0.0",0,45.5,1,"0.0,0.0,348.0,-352.0,4.0,4.0,0.0,0.0",0,88.5,2,"-4.0,-4.0,-4.0,-352.0,0.0,4.0,0.0,-4.0",-4,46.5,2,"348.0,-4.0,0.0,-348.0,4.0,4.0,0.0,352.0",0,132.5,2,"0.0,0.0,0.0,-348.0,0.0,0.0,0.0,0.0",0,43.5,0,"0.0,0.0,0.0,-348.0,356.0,356.0,-4.0,0.0",0,133.0,2,"-4.0,-4.0,-4.0,-348.0,4.0,0.0,-4.0,-4.0",-4,46.5,2,0,5,3,R (5),1.2987949406953985,2.1556390622295662
"0.0,0.0,352.0,-356.0,0.0,4.0,0.0,0.0",0,89.0,2,"0.0,0.0,352.0,-4.0,-4.0,4.0,4.0,0.0",0,46.0,2,"4.0,4.0,352.0,-4.0,-4.0,-352.0,-352.0,4.0",4,134.5,2,"0.0,4.0,356.0,0.0,0.0,4.0,0.0,0.0",0,45.5,0,"0.0,-348.0,4.0,0.0,-4.0,0.0,0.0,0.0",0,44.5,2,"4.0,4.0,352.0,-4.0,-4.0,0.0,0.0,4.0",4,46.5,2,"0.0,352.0,-356.0,4.0,4.0,0.0,0.0,0.0",0,89.5,2,"-4.0,-4.0,-356.0,0.0,4.0,0.0,-4.0,-4.0",-4,47.0,2,"-4.0,0.0,-352.0,4.0,4.0,0.0,356.0,-4.0",-4,90.5,2,"0.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0",0,44.0,0,"0.0,0.0,-352.0,360.0,360.0,-4.0,0.0,0.0",0,134.5,2,"-4.0,-4.0,-352.0,4.0,0.0,-4.0,-4.0,-4.0",-4,47.0,2,0,6,2,R (6),1.2987949406953985,2.25
"0.0,356.0,-360.0,0.0,4.0,0.0,0.0,0.0",0,90.0,2,"0.0,356.0,-4.0,-4.0,4.0,4.0,0.0,0.0",0,46.5,2,"4.0,356.0,-4.0,-4.0,-356.0,-356.0,4.0,4.0",4,136.0,2,"4.0,360.0,0.0,0.0,4.0,0.0,0.0,4.0",0,46.5,0,"-352.0,4.0,0.0,-4.0,0.0,0.0,0.0,-356.0",0,89.5,2,"4.0,356.0,-4.0,-4.0,0.0,0.0,4.0,4.0",4,47.0,2,"356.0,-360.0,4.0,4.0,0.0,0.0,0.0,360.0",0,135.5,2,"-4.0,-360.0,0.0,4.0,0.0,-4.0,-4.0,-4.0",-4,47.5,2,"0.0,-356.0,4.0,4.0,0.0,360.0,-4.0,0.0",0,91.0,2,"0.0,-356.0,0.0,0.0,0.0,0.0,0.0,0.0",0,44.5,0,"0.0,-356.0,364.0,364.0,-4.0,0.0,0.0,0.0",0,136.0,2,"-4.0,-356.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0",-4,47.5,2,0,6,2,R (6),1.2987949406953985,2.25
"360.0,-364.0,0.0,4.0,0.0,0.0,0.0,364.0",0,136.5,2,"360.0,-4.0,-4.0,4.0,4.0,0.0,0.0,364.0",-4,92.5,2,"360.0,-4.0,-4.0,-360.0,-360.0,4.0,4.0,364.0",-4,182.5,2,"364.0,0.0,0.0,4.0,0.0,0.0,4.0,368.0",0,92.5,0,"4.0,0.0,-4.0,0.0,0.0,0.0,-360.0,4.0",0,46.5,2,"360.0,-4.0,-4.0,0.0,0.0,4.0,4.0,364.0",-4,92.5,2,"-364.0,4.0,4.0,0.0,0.0,0.0,364.0,-368.0",0,138.0,2,"-364.0,0.0,4.0,0.0,-4.0,-4.0,-4.0,-368.0",-4,93.5,2,"-360.0,4.0,4.0,0.0,364.0,-4.0,0.0,-364.0",4,137.5,2,"-360.0,0.0,0.0,0.0,0.0,0.0,0.0,-364.0",0,90.5,0,"-360.0,368.0,368.0,-4.0,0.0,0.0,0.0,-364.0",0,183.0,2,"-360.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0,-364.0",-4,93.0,2,0,6,2,R (6),1.75,2.25
"-368.0,0.0,4.0,0.0,0.0,0.0,368.0,-372.0",0,139.0,2,"-4.0,-4.0,4.0,4.0,0.0,0.0,368.0,-4.0",-4,48.5,2,"-4.0,-4.0,-364.0,-364.0,4.0,4.0,368.0,-4.0",-4,139.5,2,"0.0,0.0,4.0,0.0,0.0,4.0,372.0,0.0",0,47.5,0,"0.0,-4.0,0.0,0.0,0.0,-364.0,4.0,0.0",0,46.5,1,"-4.0,-4.0,0.0,0.0,4.0,4.0,368.0,-4.0",-4,48.5,2,"4.0,4.0,0.0,0.0,0.0,368.0,-372.0,4.0",4,94.0,2,"0.0,4.0,0.0,-4.0,-4.0,-4.0,-372.0,0.0",0,48.5,1,"4.0,4.0,0.0,368.0,-4.0,0.0,-368.0,4.0",4,94.0,2,"0.0,0.0,0.0,0.0,0.0,0.0,-368.0,0.0",0,46.0,0,"372.0,372.0,-4.0,0.0,0.0,0.0,-368.0,376.0",0,186.5,2,"4.0,0.0,-4.0,-4.0,-4.0,-4.0,-368.0,4.0",-4,49.0,2,0,6,2,R (6),1.4056390622295665,2.1556390622295662
"0.0,4.0,0.0,0.0,0.0,372.0,-376.0,0.0",0,94.0,1,"-4.0,4.0,4.0,0.0,0.0,372.0,-4.0,-4.0",-4,49.0,2,"-4.0,-368.0,-368.0,4.0,4.0,372.0,-4.0,-4.0",-4,141.0,2,"0.0,4.0,0.0,0.0,4.0,376.0,0.0,0.0",0,48.0,0,"-4.0,0.0,0.0,0.0,-368.0,4.0,0.0,-4.0",0,47.5,2,"-4.0,0.0,0.0,4.0,4.0,372.0,-4.0,-4.0",-4,49.0,2,"4.0,0.0,0.0,0.0,372.0,-376.0,4.0,4.0",4,95.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-376.0,0.0,4.0",-4,49.5,2,"4.0,0.0,372.0,-4.0,0.0,-372.0,4.0,4.0",4,95.0,2,"0.0,0.0,0.0,0.0,0.0,-372.0,0.0,0.0",0,46.5,0,"376.0,-4.0,0.0,0.0,0.0,-372.0,380.0,380.0",0,189.0,2,"0.0,-4.0,-4.0,-4.0,-4.0,-372.0,4.0,0.0",-4,49.0,1,0,5,3,R (5),1.4056390622295665,2.1556390622295662
"4.0,0.0,0.0,0.0,376.0,-380.0,0.0,4.0",0,95.5,2,"4.0,4.0,0.0,0.0,376.0,-4.0,-4.0,4.0",4,49.5,2,"-372.0,-372.0,4.0,4.0,376.0,-4.0,-4.0,-376.0",-372,189.0,2,"4.0,0.0,0.0,4.0,380.0,0.0,0.0,4.0",0,49.0,0,"0.0,0.0,0.0,-372.0,4.0,0.0,-4.0,0.0",0,47.5,2,"0.0,0.0,4.0,4.0,376.0,-4.0,-4.0,0.0",0,49.0,1,"0.0,0.0,0.0,376.0,-380.0,4.0,4.0,0.0",0,95.5,2,"0.0,-4.0,-4.0,-4.0,-380.0,0.0,4.0,0.0",0,49.5,1,"0.0,376.0,-4.0,0.0,-376.0,4.0,4.0,0.0",0,95.5,2,"0.0,0.0,0.0,0.0,-376.0,0.0,0.0,0.0",0,47.0,0,"-4.0,0.0,0.0,0.0,-376.0,384.0,384.0,-4.0",0,144.0,2,"-4.0,-4.0,-4.0,-4.0,-376.0,4.0,0.0,-4.0",-4,50.0,2,0,6,2,R (6),1.2987949406953985,2.1556390622295662
"0.0,0.0,0.0,380.0,-384.0,0.0,4.0,0.0",0,96.0,2,"4.0,0.0,0.0,380.0,-4.0,-4.0,4.0,4.0",4,50.0,2,"-376.0,4.0,4.0,380.0,-4.0,-4.0,-380.0,-380.0",4,191.5,2,"0.0,0.0,4.0,384.0,0.0,0.0,4.0,0.0",0,49.0,0,"0.0,0.0,-376.0,4.0,0.0,-4.0,0.0,0.0",0,48.0,2,"0.0,4.0,4.0,380.0,-4.0,-4.0,0.0,0.0",0,49.5,1,"0.0,0.0,380.0,-384.0,4.0,4.0,0.0,0.0",0,96.5,2,"-4.0,-4.0,-4.0,-384.0,0.0,4.0,0.0,-4.0",-4,50.5,2,"380.0,-4.0,0.0,-380.0,4.0,4.0,0.0,384.0",0,144.5,2,"0.0,0.0,0.0,-380.0,0.0,0.0,0.0,0.0",0,47.5,0,"0.0,0.0,0.0,-380.0,388.0,388.0,-4.0,0.0",0,145.0,2,"-4.0,-4.0,-4.0,-380.0,4.0,0.0,-4.0,-4.0",-4,50.5,2,0,5,3,R (5),1.2987949406953985,2.1556390622295662
"0.0,0.0,384.0,-388.0,0.0,4.0,0.0,0.0",0,97.0,2,"0.0,0.0,384.0,-4.0,-4.0,4.0,4.0,0.0",0,50.0,2,"4.0,4.0,384.0,-4.0,-4.0,-384.0,-384.0,4.0",4,146.5,2,"0.0,4.0,388.0,0.0,0.0,4.0,0.0,0.0",0,49.5,0,"0.0,-380.0,4.0,0.0,-4.0,0.0,0.0,0.0",0,48.5,2,"4.0,4.0,384.0,-4.0,-4.0,0.0,0.0,4.0",4,50.5,2,"0.0,384.0,-388.0,4.0,4.0,0.0,0.0,0.0",0,97.5,2,"-4.0,-4.0,-388.0,0.0,4.0,0.0,-4.0,-4.0",-4,51.0,2,"-4.0,0.0,-384.0,4.0,4.0,0.0,388.0,-4.0",-4,98.5,2,"0.0,0.0,-384.0,0.0,0.0,0.0,0.0,0.0",0,48.0,0,"0.0,0.0,-384.0,392.0,392.0,-4.0,0.0,0.0",0,146.5,2,"-4.0,-4.0,-384.0,4.0,0.0,-4.0,-4.0,-4.0",-4,51.0,2,0,6,2,R (6),1.2987949406953985,2.25
"0.0,388.0,-392.0,0.0,4.0,0.0,0.0,0.0",0,98.0,2,"0.0,388.0,-4.0,-4.0,4.0,4.0,0.0,0.0",0,50.5,2,"4.0,388.0,-4.0,-4.0,-388.0,-388.0,4.0,4.0",4,148.0,2,"4.0,392.0,0.0,0.0,4.0,0.0,0.0,4.0",0,50.5,0,"-384.0,4.0,0.0,-4.0,0.0,0.0,0.0,-388.0",0,97.5,2,"4.0,388.0,-4.0,-4.0,0.0,0.0,4.0,4.0",4,51.0,2,"388.0,-392.0,4.0,4.0,0.0,0.0,0.0,392.0",0,147.5,2,"-4.0,-392.0,0.0,4.0,0.0,-4.0,-4.0,-4.0",-4,51.5,2,"0.0,-388.0,4.0,4.0,0.0,392.0,-4.0,0.0",0,99.0,2,"0.0,-388.0,0.0,0.0,0.0,0.0,0.0,0.0",0,48.5,0,"0.0,-388.0,396.0,396.0,-4.0,0.0,0.0,0.0",0,148.0,2,"-4.0,-388.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0",-4,51.5,2,0,6,2,R (6),1.2987949406953985,2.25
"392.0,-396.0,0.0,4.0,0.0,0.0,0.0,396.0",0,148.5,2,"392.0,-4.0,-4.0,4.0,4.0,0.0,0.0,396.0",-4,100.5,2,"392.0,-4.0,-4.0,-392.0,-392.0,4.0,4.0,396.0",-4,198.5,2,"396.0,0.0,0.0,4.0,0.0,0.0,4.0,400.0",0,100.5,0,"4.0,0.0,-4.0,0.0,0.0,0.0,-392.0,4.0",0,50.5,2,"392.0,-4.0,-4.0,0.0,0.0,4.0,4.0,396.0",-4,100.5,2,"-396.0,4.0,4.0,0.0,0.0,0.0,396.0,-400.0",0,150.0,2,"-396.0,0.0,4.0,0.0,-4.0,-4.0,-4.0,-400.0",-4,101.5,2,"-392.0,4.0,4.0,0.0,396.0,-4.0,0.0,-396.0",4,149.5,2,"-392.0,0.0,0.0,0.0,0.0,0.0,0.0,-396.0",0,98.5,0,"-392.0,400.0,400.0,-4.0,0.0,0.0,0.0,-396.0",0,199.0,2,"-392.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0,-396.0",-4,101.0,2,0,6,2,R (6),1.75,2.25
"-400.0,0.0,4.0,0.0,0.0,0.0,400.0,-404.0",0,151.0,2,"-4.0,-4.0,4.0,4.0,0.0,0.0,400.0,-4.0",-4,52.5,2,"-4.0,-4.0,-396.0,-396.0,4.0,4.0,400.0,-4.0",-4,151.5,2,"0.0,0.0,4.0,0.0,0.0,4.0,404.0,0.0",0,51.5,0,"0.0,-4.0,0.0,0.0,0.0,-396.0,4.0,0.0",0,50.5,1,"-4.0,-4.0,0.0,0.0,4.0,4.0,400.0,-4.0",-4,52.5,2,"4.0,4.0,0.0,0.0,0.0,400.0,-404.0,4.0",4,102.0,2,"0.0,4.0,0.0,-4.0,-4.0,-4.0,-404.0,0.0",0,52.5,1,"4.0,4.0,0.0,400.0,-4.0,0.0,-400.0,4.0",4,102.0,2,"0.0,0.0,0.0,0.0,0.0,0.0,-400.0,-16.0",0,52.0,0,"404.0,404.0,-4.0,0.0,0.0,-4.0,-404.0,-46709569404856.0",404,5838696175759.5,1,"4.0,-16.0,-20.0,-20.0,-20.0,-20.0,-236.0,168.0",-20,63.0,2,0,6,2,R (6),1.4056390622295665,2.1556390622295662
"0.0,4.0,0.0,0.0,-4.0,-16.0,-46709569404856.0,46709569405272.0",0,11677392351269.0,2,"-4.0,4.0,4.0,0.0,-4.0,-20.0,-46709569404840.0,432.0",-4,5838696175663.5,3,"-4.0,-400.0,-400.0,4.0,0.0,-20.0,-46709569404860.0,412.0",-400,5838696175762.5,3,"0.0,4.0,0.0,0.0,0.0,-16.0,-46709569404856.0,412.0",0,5838696175661.0,2,"-4.0,0.0,0.0,0.0,-404.0,-420.0,-46709569404856.0,412.0",0,5838696175762.0,1,"-4.0,0.0,0.0,4.0,0.0,-20.0,-46709569404860.0,412.0",0,5838696175662.5,3,"4.0,0.0,0.0,-4.0,-46709569404856.0,-46709569404840.0,46709569405272.0,-100898912704.0",0,17528700890960.0,3,"4.0,0.0,-20.0,-20.0,-16.0,184.0,46709569405024.0,-248.0",-20,5838696175689.5,3,"0.0,-4.0,-46709569404860.0,412.0,416.0,-100898912272.0,46709569405280.0,16.0",0,11690004715407.5,3,"-16.0,164.0,164.0,164.0,160.0,176.0,46709569405016.0,-256.0",164,5838696175764.5,2,"-46709569404856.0,412.0,-100898912292.0,-100898912292.0,424.0,448.0,64.0,-46709569405232.0",-100898912292,11702617079502.5,4,"160.0,156.0,156.0,156.0,160.0,176.0,46709569405016.0,-256.0",156,5838696175779.5,1,2,5,3,R (5),2.1556390622295662,2.75
"-100898912704.0,100898912712.0,8.0,-46709569405224.0,46709569404960.0,-24.0,16.0,46709569404960.0",46709569404960,17541313255076.0,5,"-100898912272.0,440.0,448.0,-46709569404776.0,184.0,-46709569404984.0,-46709569404968.0,-8.0",-100898912272,17528700891010.0,4,"-100898912288.0,46709569405280.0,16.0,-46608670492504.0,-256.0,-46709569405248.0,-46709569405232.0,46709569404952.0",-100898912288,29193480878222.0,3,"-100898912292.0,420.0,428.0,-46709569404796.0,164.0,-46709569404820.0,-46709569404784.0,176.0",-100898912292,17528700890985.0,5,"-100898912292.0,420.0,432.0,64.0,-248.0,-46608670492528.0,-46709569405224.0,-264.0",-100898912292,11677392351434.0,2,"-100898912288.0,424.0,432.0,-46709569404792.0,168.0,-46709569404816.0,-46709569404800.0,156.0",-100898912288,17528700890984.5,5,"100898912712.0,8.0,-46709569405224.0,-24.0,-46709569404984.0,16.0,-16.0,-46709569404976.0",100898912712,17528700890995.0,3,"100898912456.0,-256.0,-264.0,46709569404960.0,-8.0,46709569404976.0,46709569404960.0,0.0",46709569404960,17528700890985.0,4,"-46608670492504.0,-46709569405240.0,-46709569405232.0,-8.0,-46709569404984.0,46709569404976.0,46709569404960.0,8.0",-46608670492504,35019564689739.0,1,"100898912448.0,-264.0,-272.0,46709569404952.0,-8.0,46709569404976.0,8.0,-46709569404952.0",100898912448,17528700890985.0,5,"-46608670492512.0,-46709569405240.0,-46709569405248.0,46709569404952.0,0.0,46709569404984.0,46709569404976.0,16.0",-46608670492512,35019564689741.0,1,"100898912448.0,-264.0,-46709569405224.0,0.0,-46709569404960.0,46709569404976.0,46709569404960.0,-46709569404952.0",100898912448,29206093242223.0,3,4,6,2,R (6),3.0,3.0
